"id","DistrictCode","District","BlockCode","Block","VillageCode","Village","HabitationCode","Habitation","createdBy"
"3f2fbbe4-f519-4c33-9ecb-b9b84e08aacf","20","Madurai","10","Thirumangalam","26","SATHANKUDI","5","Pullamuthur",""
"3f510666-08f1-4f3a-8aaf-b888c16d8603","20","Madurai","11","THIRUPPARANKUNDRAM","3","KARADIPATTY","10","Vadivelnager",""
"3f7d657f-9c88-4bdc-ac94-0726dac036b6","20","Madurai","2","Chellampatti","9","KOVILANKULAM","1","Chellampatti",""
"3f8c5b34-a9a7-4f96-97ab-429f356ebc80","20","Madurai","13","VADIPATTI","16","RAMAYANPATTI","1","Ramayanpatti",""
"3fb3254b-82dd-4b94-8308-7f9b35086840","20","Madurai","5","MADURAI EAST","36","VELLIANKUNDRAM","9","Udaikulam",""
"3fe1de4b-6148-4073-a864-478cf1572b20","20","Madurai","6","MADURAI WEST","9","ERANIUM","4","Sundararajanpatti",""
"3feff1ee-d1ec-4b10-abab-360aacb5c2e9","20","Madurai","9","T.KALLUPATTI","41","VANNIVELAMPATTY","1","Avadaiyapuram",""
"4045e957-db2c-4e2f-988f-492494d18c6a","20","Madurai","3","Kallikudi","24","SENNAMPATTY","1","Sennampatty",""
"404821e5-78b2-4556-865b-3aaef072189a","20","Madurai","5","MADURAI EAST","25","PORUSUPATTY","2","Navakkulam",""
"40d4e69f-2333-44a4-b961-74ec58f7f34a","20","Madurai","3","Kallikudi","15","MELAUPPULIGUNDU","1","Melauppulikundu",""
"40e5e2f1-2af0-4f5f-8a6c-30db316d623f","20","Madurai","7","Melur","32","URANGANPATTI","11","Soorathurpatti",""
"410a6158-a001-441c-afe5-ea90b9a689ec","20","Madurai","9","T.KALLUPATTI","25","PULIAMPATTY","2","Puliampatty",""
"4129d575-f7ae-4b4a-99d5-68340acc9a87","20","Madurai","8","SEDAPATTI","17","PERIAKATTALAI","2","Kumarapuram",""
"415bd53d-8844-4041-bccd-24c5c8003306","20","Madurai","5","MADURAI EAST","8","ELANGIYENDAL","1","Elangiyendal",""
"4170a408-6286-4d80-b8bc-9263d88d1723","20","Madurai","12","USILAMPATTI","7","MANUTHU","1","Karampatti",""
"4198468e-c5e9-4373-af8c-9c701adb5af1","20","Madurai","2","Chellampatti","20","PULLANERI","4","Moonandipatti",""
"41a2e489-9b6d-4074-959f-685c1f4c8275","20","Madurai","13","VADIPATTI","17","RISHABAM","2","Rishabam",""
"41dbe823-a46a-456c-9438-3896b09e979e","20","Madurai","2","Chellampatti","11","MUDALAIKULAM","8","Malaiyur",""
"41eb5ed4-41ef-47bc-99e9-98bea988b89a","20","Madurai","13","VADIPATTI","6","KATCHAIKATTI","1","Katchaikatti",""
"41f948ed-8585-47ac-87de-aacc9040ca7e","20","Madurai","10","Thirumangalam","37","VIDATHAKULAM","1","Ettunali",""
"42346a73-3190-4eb3-9869-f3af2042b782","20","Madurai","4","Kottampatti","18","PATTUR","7","Thanakkampatti",""
"42657827-8591-41ef-ad76-07403e78667e","20","Madurai","7","Melur","22","PUDUSUKKAMPATTI","1","Cylon colony",""
"428d6ac5-1012-49f0-a5d4-72407e9d0495","20","Madurai","11","THIRUPPARANKUNDRAM","18","PARAIPATHI","1","Paraipathi",""
"42919d82-1334-43e2-acd9-cb62f0b2e28b","20","Madurai","7","Melur","25","SATHAMANGALAM","2","Ayyanarcolony",""
"42be1c81-df1a-4af9-a9cd-4ff6c0dde950","20","Madurai","4","Kottampatti","18","PATTUR","4","Muthupatti",""
"42ca7521-0b34-44af-8bd8-e2d09d3526cf","20","Madurai","7","Melur","23","PULIPATTI","1","Malaialangalarapuram",""
"42caf7b3-ce4c-4a75-bd97-e3c99ed31cfc","20","Madurai","8","SEDAPATTI","27","THULLUKUTTINAICKANUR","4","T.sanarpatty",""
"42cd172f-445e-4f0f-a893-706910eb690c","20","Madurai","6","MADURAI WEST","23","THODANERI","3","Thodaneri",""
"431437db-ae7d-4e46-b5a7-ff7712895612","20","Madurai","11","THIRUPPARANKUNDRAM","28","THANAKKANKULAM","5","Kurinji nagar",""
"4329721e-85b3-4d46-95d9-602b1facfae2","20","Madurai","9","T.KALLUPATTI","7","GOUNDANPATTY","3","Perumalpatti",""
"4347f4aa-1f61-472b-9581-446b5b402587","20","Madurai","12","USILAMPATTI","8","MEIKKILARPATTI","4","M.puthur",""
"43895590-dc5b-49fd-bfec-3c115fc2ac2d","20","Madurai","10","Thirumangalam","15","MATHIPPANUR","7","Sadayagoundanpatti",""
"439a9c59-4848-4b6b-ac6a-4aa6dc049a33","20","Madurai","9","T.KALLUPATTI","3","CHINNAMUTHULINGAPURAM","2","S.gopalapuram",""
"43c9fc7f-df73-4ca7-b5a2-3aac3120082f","20","Madurai","1","Alanganallur","4","ATHANOOR","3","Thoppur",""
"43e2653d-8055-41e0-be76-4df5f7f59ee7","20","Madurai","4","Kottampatti","22","SOORAPATTI","1","Indiranagar",""
"43f46f79-8297-4e87-a61f-5e55f01d3f74","20","Madurai","4","Kottampatti","4","CHOKKALINGAPURAM","6","Pottakalam",""
"444f6a64-80b6-44cb-a42d-64f86b81dcf7","20","Madurai","4","Kottampatti","21","SENNAKARAMPATTI","12","Ponnikaruppanpatti",""
"4451d36c-417a-491d-bb28-a9fc0db2a1b6","20","Madurai","1","Alanganallur","1","A.KOVILPATTI","1","A. kovilpatti",""
"4452be6f-b7be-4091-8eea-ad0c73c4389f","20","Madurai","5","MADURAI EAST","4","AYLIANGUDI","5","Mettupatti",""
"448006de-482c-49d0-a3fe-ced05f212304","20","Madurai","12","USILAMPATTI","6","KEERIPATTI","4","Sathya Nagar",""
"449fb7ec-63ea-44b9-ae3e-72e066992322","20","Madurai","4","Kottampatti","19","POTTAPATTI","7","Pappankuttu",""
"44a290c7-d58d-4245-9828-7dbb463a4f2e","20","Madurai","3","Kallikudi","3","K.VELLAKULAM","3","Melapatti",""
"44c6b61e-02d6-4d1d-8075-c05b5f429118","20","Madurai","7","Melur","33","VANNAMBARAIPATTI","1","Vannambaraipatti",""
"44ca73d3-7145-4880-9657-5f99737dbccc","20","Madurai","11","THIRUPPARANKUNDRAM","3","KARADIPATTY","2","Bharathiyarnagar",""
"44dcc885-cc50-4044-951a-35d81ff218d6","20","Madurai","12","USILAMPATTI","12","POTHAMPATTI","8","Madakasanpatti",""
"453529f9-3b32-43df-a2a5-68b807ea305a","20","Madurai","7","Melur","7","E.MALAMPATTI","3","Krishnapuram",""
"4553f2c9-603b-485b-b940-f0afdadee13f","20","Madurai","4","Kottampatti","8","KARUNGALAKUDY","1","Araiyinipatti",""
"455dc9ff-6af8-4530-a092-acfe6e6bf2af","20","Madurai","9","T.KALLUPATTI","10","KENJAMPATTY","5","Muthappanpatti",""
"45774903-3870-4558-81b0-98ee79c163ab","20","Madurai","3","Kallikudi","35","VEPPANKULAM","2","Illuppakulam",""
"45c006b4-1324-4e07-95a3-3875e261f8fe","20","Madurai","5","MADURAI EAST","30","SAKKIMANGALAM","2","Annai indiranagar",""
"45c16576-3492-42ce-be57-42d52ad4f59c","20","Madurai","1","Alanganallur","30","T. METTUPATTI","7","T. nayakkanpatti",""
"45cbd630-f606-49ae-a392-c4ee00f4a8e1","20","Madurai","4","Kottampatti","3","BOOTHAMANGALAM","5","Nagappansevalpatti",""
"45d1e54b-f822-4f09-971f-e84b70f135e3","20","Madurai","7","Melur","30","THERKKUTHERU","3","Muthuramalingam patti",""
"45f1ef7b-b121-454c-aa7b-773e1d947483","20","Madurai","8","SEDAPATTI","8","KUDICHERI","8","Sembatty",""
"45f68c1f-0006-491a-b7f3-aeee578f35af","20","Madurai","4","Kottampatti","4","CHOKKALINGAPURAM","8","Uthinipatti",""
"46048cca-7000-4bba-8b8c-426e7cb8561c","20","Madurai","7","Melur","10","KEELAYUR","5","Rengasamypuram",""
"46174291-85e3-47f4-b021-3464bfd7a62f","20","Madurai","5","MADURAI EAST","12","KALLANDIRI","3","Ammachiyapuram",""
"46675d8c-3325-4aea-b97f-ae209ac8eb84","20","Madurai","12","USILAMPATTI","4","JOTHILNAIKANUR","2","Jothinaickanur",""
"46981ec7-ee1d-43f9-8429-10464ccd3af6","20","Madurai","11","THIRUPPARANKUNDRAM","35","VEDARPULIYANKULAM","4","Soundaram nagar",""
"46b2dc93-b380-4ff8-825e-437aadd9030a","20","Madurai","2","Chellampatti","19","POTTULUPATTY","2","Pappampatti",""
"46b34eec-c4eb-4d4b-be8a-83039b0b0d19","20","Madurai","5","MADURAI EAST","36","VELLIANKUNDRAM","1","Allagapuri",""
"46ba1a10-ea5f-43e3-908f-d0a182d18c38","20","Madurai","4","Kottampatti","11","KODUKKAMPATTI","7","Muthampatti",""
"473f8c70-a19e-41e8-a024-8c790fc6c3d4","20","Madurai","8","SEDAPATTI","18","PERUNGAMANALLUR","3","Perungamanallur",""
"47473d9c-390b-49c0-9ac9-f3685aee4199","20","Madurai","3","Kallikudi","13","MARAVAPATTI","2","Seeniyapuram",""
"475f3d3c-8f47-465e-8a00-dd69a489ce68","20","Madurai","7","Melur","13","KONGAMPATTI","5","Kongampatti",""
"4781da1f-8eef-402d-94e6-7e3cbc1a9bd9","20","Madurai","8","SEDAPATTI","25","THADAIYAMPATTY","2","Kodanginayakanpatty",""
"47a31681-55cb-44b6-8bf8-7a37e1e183ac","20","Madurai","7","Melur","16","KURICHIPATTI","3","Ammanpatti",""
"47fd78e9-ea58-45df-865a-a39a8a5cd358","20","Madurai","2","Chellampatti","25","THIDIYAN","5","Pandiyannagar",""
"48348d27-cc4c-46cc-90a4-48aa37648720","20","Madurai","12","USILAMPATTI","14","SEEMANOOTHU","2","IndraNagar Colony",""
"48415586-5d5a-4101-b25d-230d7b1e86c9","20","Madurai","4","Kottampatti","10","KESAMPATTI","5","Kesampatti",""
"4842a5dd-b4fc-43f9-ab0d-74c09118f8d8","20","Madurai","4","Kottampatti","22","SOORAPATTI","2","Othakadai",""
"48503336-07a9-4a3d-a59f-b022a2a60ba4","20","Madurai","13","VADIPATTI","13","NACHIKULAM","1","Karattupatti",""
"486ee737-58ea-4356-b794-711900349926","20","Madurai","6","MADURAI WEST","6","CHATHRAPATTI","2","Chathrathodamanpatti",""
"489b4eca-213e-439e-ba08-a2b476091b8a","20","Madurai","5","MADURAI EAST","33","THINDIYUR","2","Marudhupandiyar nagar - veerapanjaan",""
"48bc40a3-876a-4771-967f-62a792c954d1","20","Madurai","12","USILAMPATTI","15","THIMMANATHAM","10","Thimmanatham",""
"48db51f7-57a0-49c2-b37c-027258a8beb0","20","Madurai","4","Kottampatti","18","PATTUR","5","Pallavarayapatti",""
"48e2c55e-4720-49c2-8bea-ff3f4ae20759","20","Madurai","3","Kallikudi","12","MAITTANPATTI","1","Maittanpatty",""
"48e9a78c-9fbd-451a-aa1b-2d0fb5f1950d","20","Madurai","9","T.KALLUPATTI","27","RAWTHANPATTY","2","Rawthanpatti",""
"4915fbf8-16fe-41f7-8fe1-453bb8c9cd15","20","Madurai","12","USILAMPATTI","4","JOTHILNAIKANUR","3","Kodanaickanpatti",""
"4919d0cc-c457-4606-9ffe-84e888856934","20","Madurai","9","T.KALLUPATTI","42","VELAMPUR","4","V.kutchampatti",""
"49212280-abee-4987-9d8d-4d2dbda1501e","20","Madurai","4","Kottampatti","1","ATTAPATTI","1","Andikovilpatti",""
"49280016-3aea-46bb-92f1-717b3176b65e","20","Madurai","10","Thirumangalam","28","SORIKKAMPATTY","4","Sorikkampatty",""
"499395c8-7906-40e7-aa31-bfcc71272972","20","Madurai","1","Alanganallur","12","KALLANAI","3","Kalaivanar nagar",""
"49ada6d2-df36-4131-b668-e7af4b26ce08","20","Madurai","4","Kottampatti","14","MANAPPACHERI","2","M.vellalapatti",""
"49c50662-f1ae-418b-8e14-d41adda5dff1","20","Madurai","12","USILAMPATTI","18","VAGURANI","9","Vagurani",""
"49d4100d-77ba-42a8-a473-df19c8b7027c","20","Madurai","11","THIRUPPARANKUNDRAM","36","VILACHERI","1","Athisivannagar",""
"49e78bfc-154d-409a-9376-28c636e7220b","20","Madurai","6","MADURAI WEST","2","ALATHUR","4","Indira nagar",""
"49f75aa3-8a7c-458a-bdfe-427ab2f921c3","20","Madurai","11","THIRUPPARANKUNDRAM","28","THANAKKANKULAM","6","M.g.r. nagar",""
"4a227af6-aef6-4a14-bd1b-377e72c9773d","20","Madurai","4","Kottampatti","17","PANDANKUDY","1","Pandankudy",""
"4a4d2c00-2a3b-4c01-9070-dce317110dfb","20","Madurai","5","MADURAI EAST","27","PUDUPATTI","2","Karungalakudi",""
"4a5e25b2-ff4e-4656-afd8-efa549aa6027","20","Madurai","4","Kottampatti","27","VANJINAGRAM","4","Karaikudipatti",""
"4a718276-2e5b-4d05-ba4f-ede660d8b6dc","20","Madurai","6","MADURAI WEST","14","KULAMANGULAM","4","Vadugapatti",""
"4a90f4e2-a74f-4e17-8b6f-1ca22a3c48dc","20","Madurai","6","MADURAI WEST","9","ERANIUM","1","Alagar Nagar",""
"4ab4ad31-69c4-40ab-abaf-bb492516a9ef","20","Madurai","10","Thirumangalam","3","ALAPALACHERI","5","Venkatesvarapuram",""
"4ac22c3e-a838-46db-b4b9-a53b482c35ea","20","Madurai","7","Melur","3","AMOOR","8","Therkku amoor colony",""
"4ae4059a-a0ea-49d3-8d48-748dec9067e7","20","Madurai","5","MADURAI EAST","27","PUDUPATTI","4","Pudupatti",""
"4b13cfd1-ebe1-4e93-94db-7b949eddf77c","20","Madurai","5","MADURAI EAST","22","OTHAKADAI","6","Meenachi nagar",""
"4b619516-ca29-49a2-8406-3ada8f03142f","20","Madurai","11","THIRUPPARANKUNDRAM","10","MELAMATHUR","2","Melamathur",""
"4b669664-ab08-4c39-86ee-20726c9693b5","20","Madurai","2","Chellampatti","11","MUDALAIKULAM","9","Mudalaikulam",""
"4b72eae6-6be6-4093-b22d-e4a708cdafeb","20","Madurai","3","Kallikudi","2","CHITHUR","2","Servaikkaranpatti",""
"4bb2c540-ce2d-4649-8844-bedcedfc4d47","20","Madurai","6","MADURAI WEST","12","KODIMANGALAM","2","Koolapandi",""
"4bec80f7-0546-44d6-b92a-30edf4c14f87","20","Madurai","9","T.KALLUPATTI","34","SANTHAIYUR","1","Santhaiyur",""
"4bfe3be2-82e1-43d4-a05b-6c409d78e649","20","Madurai","4","Kottampatti","3","BOOTHAMANGALAM","6","Nallasukkampatti",""
"4c0645a9-15c3-4c65-a28d-116d381a05ed","20","Madurai","11","THIRUPPARANKUNDRAM","8","KUSAVANKUNDU","6","Papanodai",""
"4c29c102-89b7-4b09-8e45-6637ba199615","20","Madurai","11","THIRUPPARANKUNDRAM","27","SOORAKKULAM","4","Valanenthal",""
"4c33a58e-20ef-4b7e-9d56-ee4416ba3bed","20","Madurai","2","Chellampatti","29","VIKRAMANGALAM","13","V.Indira Nagar",""
"4c3d72de-bd69-47e9-b31f-5f00dbbf522b","20","Madurai","2","Chellampatti","28","VEPPANOOTHU","1","Ayyankovilpatti",""
"4c496ccf-6ee7-4509-9216-168ff3915109","20","Madurai","7","Melur","9","KEELAVALAVU","4","Kambarmalaipatti",""
"4cbc5a40-e56c-4703-b867-ee37f85dd2d8","20","Madurai","8","SEDAPATTI","20","SAPTOOR","3","Sangaralingapuram",""
"4d0821ed-7bfe-4193-bf03-9ef1cf68fb8a","20","Madurai","10","Thirumangalam","6","KANDAI","2","Erramallampatty",""
"4d19425c-a8e2-4f53-880b-bc2311a2eb1a","20","Madurai","3","Kallikudi","6","KARISALKALAMPATTI","1","Karisalkalampatty",""
"4d317537-f989-4b23-a1b8-dfca6ac32a3a","20","Madurai","7","Melur","8","KALLAMPATTI","2","Viraaliyanpatti",""
"4d46a132-2903-4e90-b186-ebec4b48067d","20","Madurai","10","Thirumangalam","23","PONNAMANGALAM","8","Veerampatti",""
"4d4e10dc-b754-4fe0-b8fb-5bbfe6b90f59","20","Madurai","5","MADURAI EAST","14","KARUPPAYURANI","6","Pandiyankottai",""
"4dd174da-8908-4d6a-94ff-32c6bbdc4896","20","Madurai","4","Kottampatti","2","AYYAPATTI","5","S.malampatti",""
"4de327e9-aacd-44d3-9657-b6cbf85e4dfc","20","Madurai","2","Chellampatti","15","PAPPAPATTI","4","Peyampatti",""
"4dfb057f-b575-4e0a-9e0b-7f370eb43fb2","20","Madurai","2","Chellampatti","6","KARUMATHUR","14","Mummoorthinagar",""
"4e2981c5-72bf-4153-8172-2f1478e1e3a7","20","Madurai","4","Kottampatti","14","MANAPPACHERI","1","Kariyenthalpatti",""
"4e2f91aa-60ac-46f1-a44a-2b5c39d1ee90","20","Madurai","4","Kottampatti","19","POTTAPATTI","8","Pottapatti",""
"4e49e788-8b44-4ebf-b046-ecd78a9705d8","20","Madurai","1","Alanganallur","7","B. METTUPATTI","1","B. METTUPATTI",""
"4e537747-b007-4662-b9a6-efd4be40870b","20","Madurai","5","MADURAI EAST","8","ELANGIYENDAL","2","Kalaivani nagar",""
"4ec7f3bd-586e-4c6a-a238-4c89b1600aed","20","Madurai","5","MADURAI EAST","1","ANDARKOTTARAM","6","Karupillaiyendal",""
"4ec9b611-9f94-4a19-9801-590dfde383b5","20","Madurai","12","USILAMPATTI","2","DOTTAPPANAIKANUR","6","Kunnuthupatti",""
"4ece488b-9d04-41c2-84bd-a11653b9250b","20","Madurai","10","Thirumangalam","5","K. PULIYANGKULAM","1","K. puliyangkulam",""
"4ed39e33-a03a-42ab-b041-cdb8711a6083","20","Madurai","7","Melur","12","KIDARIPATTI","8","Therkundrampatti",""
"4f1b73d2-fe01-4449-a2f6-41bd62d501c7","20","Madurai","1","Alanganallur","17","KOTTAIMEDU","1","Kottaimedu",""
"4f204f8c-e4af-4e32-b695-b50c8e025fdb","20","Madurai","6","MADURAI WEST","22","THENUR","4","Thenur",""
"4f3689a2-691b-4778-906a-5ce34f68e36c","20","Madurai","2","Chellampatti","2","ARIYAPATTY","4","Melapatti",""
"4f3d316d-fb5c-4f95-af5b-e9b061905606","20","Madurai","5","MADURAI EAST","19","MATHUR","2","Kollankulam",""
"4f6b5742-3019-45dc-9f2d-85259d3fcea8","20","Madurai","5","MADURAI EAST","34","TIRUMOHUR","1","Gundankal",""
"4f6dd9a1-d62b-43c9-8d4c-bbb32f7700f5","20","Madurai","1","Alanganallur","21","MELACHINNANAMPATTI","1","Ellapatti",""
"4fa61e69-94e3-4aa3-9e1a-340290e61e1b","20","Madurai","5","MADURAI EAST","31","SAKKUDI","3","Vadakusakkudi",""
"4fb62cff-b773-4972-92b1-dcd372e910a2","20","Madurai","8","SEDAPATTI","18","PERUNGAMANALLUR","1","Kanniyampatty",""
"4fb7790c-ac01-43f9-a30d-6a9181f35907","20","Madurai","4","Kottampatti","16","PALLAPATTI","5","Puthupatti",""
"4ffbddc4-81b4-410f-ba17-fe0a52906964","20","Madurai","11","THIRUPPARANKUNDRAM","31","VADAPALANJI","1","Adaikanpatti",""
"502ef732-dc28-458b-b7b2-2c07cda30e93","20","Madurai","12","USILAMPATTI","12","POTHAMPATTI","10","Navarpatti",""
"503ab605-5ffb-4e55-85f2-abb95a95b537","20","Madurai","5","MADURAI EAST","16","KUNNATHUR","3","Kakkan colony",""
"504d38c1-3747-4146-b7e5-63e30e23ddf2","20","Madurai","7","Melur","9","KEELAVALAVU","1","Adanchankanmaipatti",""
"50889cfc-8ec6-4a6d-80b6-57a0a023c324","20","Madurai","4","Kottampatti","2","AYYAPATTI","9","Tharkakudi",""
"5094e17d-b488-4fba-80a9-98365660ff35","20","Madurai","8","SEDAPATTI","11","MALLAPURAM","2","M.ayyampatty",""
"509ae814-ed71-4290-8f9c-b765e60d697b","20","Madurai","6","MADURAI WEST","12","KODIMANGALAM","1","Kodimangalam",""
"50a34692-8660-48db-a06b-022b724a209e","20","Madurai","6","MADURAI WEST","14","KULAMANGULAM","2","Kayampatti",""
"51085e01-85ee-4bac-9f0f-c3591ef7b45b","20","Madurai","7","Melur","22","PUDUSUKKAMPATTI","7","Pudusukkampatti",""
"511aec8b-0310-4c1c-aaa6-8712ac00cd85","20","Madurai","12","USILAMPATTI","2","DOTTAPPANAIKANUR","4","Dottappanaickanur",""
"5124efce-7e2a-4c26-9e18-907b3dc785df","20","Madurai","12","USILAMPATTI","14","SEEMANOOTHU","6","Periyamsemmatupatti",""
"513eb58a-c483-4b83-a29c-a6052459ec12","20","Madurai","13","VADIPATTI","22","THIRUVEDAGAM","3","Thiruvedagam",""
"515876ed-8b16-4e55-81fa-c7f8a60939e2","20","Madurai","5","MADURAI EAST","6","EDAYAPATTI","4","Slum Clearance Board",""
"5181a722-37e3-467f-ae21-69807bfa6be5","20","Madurai","2","Chellampatti","29","VIKRAMANGALAM","12","V. Perumalsamy Nagar",""
"51a4aac0-f183-4674-bcbf-17430ae98f09","20","Madurai","5","MADURAI EAST","23","PANAIKULAM","7","Varakaneri",""
"51ddf3c4-4f18-40e3-af9b-1f62df1b2bb2","20","Madurai","4","Kottampatti","20","SEKKIPATTI","5","Veerasingampatti",""
"51ffd58d-eed2-4987-8d27-9217e9de327d","20","Madurai","2","Chellampatti","25","THIDIYAN","2","Malaipathai",""
"524a8226-faef-4a4c-9979-ca432ac956cf","20","Madurai","7","Melur","31","THIRUVATHAVUR","4","T.manickampatti",""
"524d0a8d-b400-49e3-a45e-83712d40a323","20","Madurai","8","SEDAPATTI","3","ATHIPATTI","4","M.Ramasamypuram",""
"526f8112-3433-499c-b3f8-ff1018f5a0af","20","Madurai","7","Melur","12","KIDARIPATTI","6","Pattatharasanpatti",""
"52ecf03c-1cae-42ab-bb59-1137a7ba678d","20","Madurai","3","Kallikudi","7","KOODAKOVIL","1","Koodakovil",""
"53083d97-abdd-4309-babc-e2d8a85df16c","20","Madurai","12","USILAMPATTI","3","ERUMARAPATTI","2","Erumarapatti",""
"531368f4-a2ae-42b5-bdcc-ba64e4b02d79","20","Madurai","5","MADURAI EAST","12","KALLANDIRI","7","Indira nagar",""
"531fb5db-02b8-4671-b6ad-9d09f271d0bf","20","Madurai","5","MADURAI EAST","28","PUDUTHAMRAIPATTI","1","Indira colony",""
"5327ee14-1851-40fe-b10b-8f86a0b922c7","20","Madurai","10","Thirumangalam","22","POKKAMPATTY","2","Pokkampatty",""
"532cbef8-1498-45fa-82f5-3bc50ec03fe9","20","Madurai","4","Kottampatti","27","VANJINAGRAM","12","Naduthethampatti",""
"532e1336-43d6-4136-bfcd-798b554fd0da","20","Madurai","11","THIRUPPARANKUNDRAM","22","PULIANKULAM","1","L.K.T nagar",""
"53664009-34a6-4872-8b40-29068d3e500a","20","Madurai","10","Thirumangalam","13","KINNIMANGALAM","7","Nagarkovilpatti",""
"537d5c0f-4b98-4b1a-80f2-9662f35f9f19","20","Madurai","3","Kallikudi","18","NESANERI","1","N. Supulapuram",""
"5386e8d7-0d20-49e8-bebf-0053b7333aed","20","Madurai","13","VADIPATTI","10","MANNADIMANGALAM","4","Thamotharanpatti",""
"5389713f-c651-4819-9590-3a4806ed3f9f","20","Madurai","3","Kallikudi","36","VILLUR","3","Villur",""
"5394169e-12c1-480d-952b-d90acace25c8","20","Madurai","4","Kottampatti","11","KODUKKAMPATTI","13","Veeranannagar",""
"53bf52de-cf9f-4064-8620-08a7419668a4","20","Madurai","7","Melur","34","VELLALUR","7","Melavalasai",""
"53effc7b-6569-4bd7-a104-9993fbd791f5","20","Madurai","6","MADURAI WEST","6","CHATHRAPATTI","1","Chathrapatti",""
"5410b756-5995-4498-9e01-b7ef10d38b6b","20","Madurai","8","SEDAPATTI","9","KUDIPATTY","4","Pottalpatty",""
"54271447-0209-43f5-a607-0f83ae1e686e","20","Madurai","6","MADURAI WEST","21","SIRUVALAI","1","Chellanakoundanpatti",""
"54b12a37-f394-4baf-8692-d54b45eec9ef","20","Madurai","5","MADURAI EAST","15","KODIKULAM","5","Nelliyenthal",""
"54b714d4-cb5a-4269-82dc-455ddbdd8302","20","Madurai","12","USILAMPATTI","14","SEEMANOOTHU","8","S.Perumalkovilpattti",""
"54b88ebe-4571-4ef0-94c0-551b2ae4b787","20","Madurai","12","USILAMPATTI","7","MANUTHU","2","Manuthu",""
"54c3b581-d3ea-4b7d-a3ad-6853a5bb6918","20","Madurai","2","Chellampatti","13","PANAMOOPPANPATTY","1","Gandhinagar",""
"55097a0d-1aac-44b1-aec3-9b800ab4d12a","20","Madurai","4","Kottampatti","5","CHOCKKAMPATTI","3","Valayankulathupatti",""
"551add66-c5ce-4038-aad7-96c9c3a85784","20","Madurai","7","Melur","9","KEELAVALAVU","6","Kulisevalpatti",""
"5527f9b8-b659-406a-a4da-517f423fca3a","20","Madurai","10","Thirumangalam","6","KANDAI","1","Alazhu sirai",""
"557cec07-8ea1-4b75-97c5-bca1422e245a","20","Madurai","10","Thirumangalam","24","PUNGANKULAM","1","Pungankulam",""
"55840031-e3ec-43eb-986c-84c6d47f26ad","20","Madurai","13","VADIPATTI","9","KUTLADAMPATTI","3","Samathuvapuram",""
"55d026bf-25af-43b9-beed-321e742f029b","20","Madurai","3","Kallikudi","17","NEDUNKULAM","1","Nedunkulam pudur",""
"55e90e9a-4c59-4db6-9703-57a45fad2df1","20","Madurai","1","Alanganallur","29","SENTHAMANGALAM","2","Senthamangalam",""
"55ee408c-0341-453d-be86-10ea12f3dfe6","20","Madurai","6","MADURAI WEST","13","KOVILPAPPAKUDI","3","Sikkandar chavadi",""
"55f04a88-7b37-469f-8325-822a9f3d5079","20","Madurai","5","MADURAI EAST","14","KARUPPAYURANI","5","Othappatti vigneshnagar",""
"5605f964-0efc-4918-810d-15c2fd8ee8fc","20","Madurai","5","MADURAI EAST","22","OTHAKADAI","5","Kamarajar nagar",""
"56177878-e519-4658-9100-601819bd5f96","20","Madurai","3","Kallikudi","8","KURAYUR","4","Mochikulam",""
"561e65e6-7dd4-403c-8bf7-f43567fb72ed","20","Madurai","5","MADURAI EAST","13","KARSERI","5","Sandhanapuram",""
"565c0b98-86c4-4371-a10e-f525494aa04f","20","Madurai","2","Chellampatti","4","ERVARPATTY","5","Pommampatti",""
"56618b25-99b3-4ead-b2c5-bd8c1a634d1d","20","Madurai","5","MADURAI EAST","15","KODIKULAM","4","Malaiyalathanpatti",""
"567d5de9-f3e6-4424-b5b1-aff36419e46c","20","Madurai","6","MADURAI WEST","2","ALATHUR","2","Chichiluppai",""
"567ec0d1-fd84-4c8f-838e-c5e129870542","20","Madurai","4","Kottampatti","15","MELAVALAVOO","11","V.s.nagaram",""
"56828b70-e206-4ed0-a64e-27d06356c612","20","Madurai","2","Chellampatti","11","MUDALAIKULAM","10","Nadumudalaikulam",""
"5689065f-7839-4c48-83d1-afc0feded59c","20","Madurai","6","MADURAI WEST","14","KULAMANGULAM","1","Elumboor",""
"56968f03-0c8c-4de7-add5-17bdb96eb6fd","20","Madurai","10","Thirumangalam","28","SORIKKAMPATTY","2","Kunanampatti",""
"56b67ae4-fccb-4e33-9da3-438f28eb4d8d","20","Madurai","1","Alanganallur","35","VALAYAPATTI","5","Sallikodangipatti",""
"56d4e70d-1f72-4ec9-a480-bfcb6382f5df","20","Madurai","5","MADURAI EAST","19","MATHUR","8","Thiruvizhanpatti",""
"56d7959f-1b6c-4865-abf7-248d1ea70526","20","Madurai","9","T.KALLUPATTI","17","MATHAKKARAI","2","Mathakkarai",""
"56e8bf6c-97d6-4b65-906c-97afd5b9ad4f","20","Madurai","6","MADURAI WEST","6","CHATHRAPATTI","4","Kallampatti",""
"570c5728-0e82-45cb-a330-0768dd2c5df1","20","Madurai","9","T.KALLUPATTI","13","KUMARAPURAM","1","Kumarapuram",""
"571758eb-8697-4f1d-b993-92315562ddc4","20","Madurai","4","Kottampatti","14","MANAPPACHERI","5","Thanichiyam",""
